title,rating,review
A great gift idea,5.0,"This is a great gift idea for an office, or team of people at an office."
A Great gift basket,5.0,This is a great gift basket for any occasion. I will order again when I need to send a gift....Thanks
Loved the Biscotti!,5.0,This was a gift that got wonderful reviews from my friend and her son! I will definitely order these again!
Yummmm,5.0,"Gave as a gift to my daughter- in-law who is a big coffee fan. She said they were wonderful and fresh tasting. A fun, unique gift I highly recommend."
Very good,5.0,Great flavor great item
Wonderful gift,5.0,This was a gift and they loved it. I was told it was the best biscotti they ever had.
Highly Recommend,5.0,Wonderful gift! It came on time and in perfect condition. It was a birthday gift and my sister loved it!
Great gift,5.0,"I ordered this sight unseen and untried as a gift and the response from the people who received it was a very positive one - so will add this products to my ""good idea"" gift list"
Do not purchase in Summer,1.0,Product was a gift and arrived melted. Recipient was very disappointed.
Welcome Gift,5.0,"Something a little different than the average gift, it was greatly appreciated."
Elegant and tasty,5.0,"I bought this as a gift, and it was a big success, they loved it!"
Great gift,5.0,I sent this instead of flowers and am very happy with decision. It provided a time for them to sit and relax with tea and cookies. They reported they were very good . Delivered on time and in great condition ( saw picture )
Delicious,5.0,"This was a gift and i was told they were ""delightful"" and great with their morning coffee. The one thing that needs improvement is as a gift there was no info on who sent it, even though there was suppose to be a message, or it was so obscure they didn't see it."
A great gift,5.0,"This was a get well gift and very much liked and appreciated.
I'm happy that I picked it."
Mother’s Day Gift,5.0,"I oredered this for my mom for Mother’s Day. She raved on their freshness & taste & said I could buy them for her anytime, especially since she ate them all in three days lol. Delivery was earlier than expected."
Delicious per the people I sent it to,5.0,It didn't last long is what I ws told. Fresh and delivered quickly.
Delicious,5.0,"Speedy delivery (next day) , Sent as a gift."
PERFECT gift for my Mother-in-Law!,5.0,"I purchased this yummy set of biscotti cookies as a part of a tea-and-snack set that I gave to my Mother-in-Law this past Christmas. While I didn't personally eat any (I have celiac disease & I'm lactose-intolerant so I'm not able to eat these yummy snacks), she absolutely LOVED them. She raved about them & used them for a little get-together over tea with some friends & they were a big hit. I've saved this seller & would absolutely purchase this set again for my Mother-in-Law."
Happy customers,5.0,I surprised my coworkers with this special gift they like the freshness and the different flavors also the beautiful gift box 👍❤️ I’ve purchased for my daughter and son and I will continue to buy 😉
Great Biscottis!!!,5.0,It was given as a gift and the person that received it absolutely loved the biscottis
"Calidad, sabor y presentación",5.0,"Lo envíe de regalo a mí hijo y nuera y quedaron encantados! Destacaron el riquísimo sabor, la calidad y la excelente presentación"
The product and the service are top quality.,5.0,"When I opened this box of biscotti I was so impressed with how beautiful they were. You can tell they are prepared with care and detail. The packaging was elegant and impressive. Above all else the customer service is the absolute best. A great gift for anyone, anytime."
Love the presentation,5.0,"Beautiful presentation, a gift that you won't find in any supermarket. The box and presentation are really amazing"
Arrived in perfect condition and nice variety,5.0,I sent the biscotti as a sympathy gift in lieu of flowers. The recipients really appreciated them. Biscotti are a great choice great because they keep and you don't have to eat them immediately to ensure freshness. I was told they arrived in perfect condition and the variety was really nice. I would definitely order again.
Excellent shopping experience. She's very happy!,5.0,"Gift recipient was very pleased with the quality, freshness and taste."
My client liked it!,5.0,"I sent this biscotti box as a present to a client of mine. They said it was good. My client seemed to be happy with the freshness, flavor, and presentation!"
Great gift!,5.0,I sent this as a gift! The recipient was thrilled!
A wonderful choice!,5.0,"I sent these in to my brothers mother in law, to have on hand, as company came to share condolences after the loss of her husband.
I was extremely concerned ordering blindly, based solely on reviews. Thankfully, I was told they were a big hit and were really enjoyed...what a relief for me to here positive feedback - after the fact- from my sister in law that they were a big hit. Would be happy to buy again and will also recommend to others.
2 thumbs up for Barnetts Biscotti Cookie Company."
Look and taste delicious,5.0,Got this for my fathers birthday and he absolutely loved it.
Excellent Biscotti's!,5.0,"I sent the biscotti's to my brother for a birthday gift. He is a ""Biscotti Connoisseur"" and was ecstatic to receive them and thoroughly enjoyed them. I would definitely order again - and perhaps treat myself the next time! I forgot to add - the presentation was exceptional which I feel added to the value I received."
Beautiful gift,5.0,I sent this as a gift and they were absolutely thrilled. They said the package was beautiful and the contents delicious!
Good gift,5.0,Sent as a gift. No issues
AMAZING!,5.0,"I received the biscotti as a Christmas gift. At first, I thought, oh no hard biscotti. I took one bite and OMG! They are DELICIOUS! My kids are coming home from college in a couple of days and I'm not sharing! BEST BISCOTTI I'VE EVER HAD!"
Yummy,5.0,Great Christmas gift!!!
Excellent variety and very fresh,5.0,Great variety and gift. Would re-purchase again
MAKE YOURSELF A MEMORABLE CUSTOMER,5.0,"I sent this gift basket to two companies, one that I consistently do business with and one that helped a friend of mine. Both recipients were delighted. Who doesn't like something different and delicious to go with their morning/afternoon coffee or tea?"
Beautiful gift,5.0,I gave these to a friend and he said what a lovely gift so delicious.
Delicious,5.0,The recipient of this gift pronounced it delicious!
Dislike,1.0,Product was very dry almost stale
Shipping,5.0,Gift for Holiday
Italian mother gift,5.0,Delicious dippers!
.,5.0,Fast and enjoyable
Delicious,5.0,This was a birthday gift for my mom and they were beautiful and delicious.
Delicious,5.0,Quick delivery andgreat presentation
Delicious and Beautifully Presented,5.0,This was a gift I sent and it was much appreciated and enjoyed
"Great gift, excellent quality!",5.0,Great presentation!
Super tasty and good with coffee,5.0,"The Biscottis were sent as a gift, to a person attending a conference in the United States, for the first time.

She said they were delicious in the hotel, and that the rest of the Biscottis survived the trip back to the U.K. Her partner agreed they were a godsend, were super tasty and good with coffee.

I probably should have sent a package to myself. Next time."
taste and presentation,5.0,Presentation of biscotti was appetizing and appealing.
That it's a great gift!,5.0,My sister said the biscotti was delicious!
quality,5.0,"I gifted this and received rave praise for the quality, flavor and freshness. Was very pleased."
It was a hit!,5.0,Good gift
Delicious treat,5.0,Great gift fir any occasion !
Tasty,5.0,"Good product, kids like them too!"
A most suitable substitute!,5.0,Normally I bake a homemade chocolate cake for my daughter on her birthday but she's on assignment in Seattle this year and a long way from home so that just wasn't possible. Not to worry - Barnetts Biscotti Cookies came to the rescue! These cookies were the perfect birthday surprise! She said they were awesome and a perfect coffee companion to share with all of her friends! My only disappointment is that I didn't get to have any. Bummer for me.
Good,5.0,Good
A Good gift.,5.0,A fast gift.
Delicious!!Will order again!,5.0,Sent these cookies for Mothers Day gifts to my 3 daughters..they all raved about them!!how fresh they were...and so delicious..no one mentioned breakage so I assume the cookies were well protected!! Sent a box a few months ago for another occasion and received rave reviews then too!!! Great gift. A definite go to for me!! And the pricing is great too!
GIFT FOR MY MOTHER,5.0,I bought these for my mother’s 89th Birthday. She was delighted with them and said they were in perfect condition when she received them. I was worried after reading about the problems some people had.
The Birthday Boy Was Happy,5.0,"These biscotti were sent as a birthday present. The birthday boy was very impressed and said they taste delicious. Not much more anyone could ask- lovely presentation, timely delivery, delicious taste. I will order them again when next I need a gift for a friend or loved one."
Gifted to my picky son and he liked them!!!,5.0,"Mailed to my son and they arrived in perfect shape. I had worried about melting/crumbling. He also does not
like sweets, but gave these good reviews. That's all I can say, since they were a gift, but I certainly feel more confident in being able to order these again!"
Very good,5.0,"Friend that received these, said they were very good."
My family loved the gift!,5.0,I sent the Barnetts Biscotti Cookies Gift Basket as a gift for my family and they said they loved it!
Nice gift...quick deliver,5.0,This was a gift and our friends enjoyed them very much!
Easy to send,5.0,Nice change of pace gift
Yummy Treats!,5.0,"My father confessed that “normally” he doesn’t like biscottis in general because they are hard as rocks. However, he was so pleased with the soft texture of your cookies. He enjoyed the variety, the flavors and overall presentation! Great gift for a man who has everything, but still enjoys a nice treat with his espresso!"
Delicious,5.0,Arrived perfect condition
great. product,5.0,will order again
Yum !,5.0,I purchased these biscotti cookies for my brothers 40th birthday so he can enjoy with the family. He absolutely loved them said the biscotti cookies were DELICIOUS !
Everybody loved it,5.0,This was a big hit. I am not familiar with the product or the maker but I got great feedback from all 3 gifts I sent. Recommend it!!!!
Pleasing the gift recipient,5.0,Gift
Excellent product,5.0,"This was a perfect birthday gift for a very dear friend who does NOT like to receive gifts. But she does LOVE biscotti.
Although she admonished me for sending the gift, once she received it, I could hear the joy in her voice. She told me the gift was beautifully wrapped and the box containing the cookies was very tastefully done.
This, I'd say makes a very impressive gift!"
good gift,5.0,Gift arrived in good condition and receivers were very happy
Delicious,5.0,Beautiful packaging
"Most Delishous, Lovely Presentation.",5.0,"As a Christmas gift, the recipient was very
happy. They said the biscotti were Delishous!

Happy I chose to send such a unique gift."
Great!,5.0,This is a wonderful box of Biscotti ! I sent it to my parents who love Biscotti and they said is was packaged beautifully and they were delicious ! They plan on ordering them for some of their friends for gifts :) Highly recommended !!!!!
YUM,5.0,"Received gift gor mother's day. Lucky me. Great taste, beautifully presented. Thankyou"
GREAT GIFT,5.0,PRETTY BOX AND PRETTY GOOD GOODIES.
Perfect Gift!!!!!,5.0,The recipients said the box was a beautiful presentation & they are delicious!!!!!!
Great Gift!,5.0,Sent these to my M-I-L for Mother’s Day. She was delighted.
Good taste,5.0,I sent this as a gift to my aunt and she said they were beautifully packaged and delicious
A fine choice as a gift.,5.0,"A very favorable reaction by the recipient to the beautiful presentation of the decorated biscottis.
Could not confirm taste or freshness."
Perfect gift!,5.0,"I got this as a birthday gift for my daughter-in-law. I usually bake & mail her something, but time got away from me this year. This was a perfect gift, and she loved the biscotti just as much as my home baking."
Makes a great gift,5.0,Sent to my sister as a birthday present. She loved it!
Reports back are positive about the taste,5.0,"This was a Christmas gift, and all accounts are that the biscuits were a big hit. Very tasty and fresh."
Buy it,5.0,Bought it as a gift looks exactly like the picture taste even better.
Great Quality and arrived on time.,5.0,This was a gift to our daughter.
Yummy!,5.0,Delicious!!!
Makes a great gift for any occasion,5.0,"This was given as a birthday gift, and as far as I can tell everything is just great. She did comment that the presentation of the biscotti was quite attractive."
Great gift!,5.0,I personally did not taste the biscotti because I sent as a gift to my daughter. She said they were beautiful and delicious and she will be sending them as a gift to her friends as well.
Taste great & service fabulous.,5.0,Gave to my Son & daughter for Easter.... thy loved them
Delicious!,5.0,The biscotti are delicious!
Thank you! Happy with purchase !,5.0,Bought as a gift and they loved it !!
Wonderfully Delicious!!!,5.0,I purchased this as a gift and the recipients were thrilled to pieces. They said that this gift was beautifully presented and wonderfully fresh and delicious! So happy with this purchase.
Delicious!,5.0,Have given these as gifts for a couple of years and everyone loves them. They are fresh and delicious. Good product.
Great Gift!,5.0,I bought these as a gift for my daughter for Christmas. She called and said they are delicious!
Excellent,5.0,These were gifts for others and such raving positive feedback came from them. I would order this again!
SURPRISE,5.0,"These are so wonderful! A gift that no one can complain about. Each one has a unique flavor, and the toppings are great. I even put this pic on my FaceBook cover page, just to show off. If you need a gift idea, these Biscotti work for even the toughest, pickiest eater!"
Made my family happy,5.0,My children and their families loved them
They were delicious!,5.0,"Gave as gift for Mother's Day instead of flowers. Mom raved about them and said they were gone within a day. Fresh and such a different variety of flavors. I will be gifting these more often, something different."
Delicious,5.0,Delicious 🥰
Excellent Product,5.0,I purchased this as a gift for an employee who was leaving our company. They arrived on time and it was a complete AWESOME surprise to the individual. They loved the gist and all of the assorted cookies that came in the package. Couldn't be any more pleased!
Great tasting! A Very thoughtful gift.,5.0,"I bought this as a gift for my father. He said the biscotti was delicious and very attractive. They arrived in great shape, not broken at all. He said he would be happy to receive it again next year."
A great gift.,5.0,Made my daughter very happy.
Absolutely Delicious!!!,5.0,"I sent this product to my brother and family for his birthday, they absolutely loved it. I did have a chance to try it a few days later and its was delicious. Perfect for corporate gifts, Christmas and just everyday family events!"
Great gift!,5.0,"We bought this is a gift for my mother. It arrived beautifully packaged and with all the biscotti intact. They are a bit softer than traditional biscotti, but they are delicious!"
The Chocolate Biscotti Cookies Gift Was a Big Hit!,5.0,"I ordered this as a ""new job"" celebration gift for the daughter of a dear friend who just got a job in Congress. She lives in the DC area with her young husband, who is from Italy... They loved the chocolate biscotti cookies. It was a big hit!"
Gift for Brother,5.0,"I purchased this for a birthday gift for my brother. Not only is he hard to buy for, but he lives over 1100 miles away from me. Perfect gift!"
Fantastic!,5.0,Absolutely delicious!
Pricey,5.0,"Nice packaging, nice selection, but Holiday prices...otherwise would not have purchased for myself"
Delicious,5.0,"I gave these as a thank you gift to a special friend. Needless to say, she absolutely loved them. Every time we chat she mentions how good these were. Great as a gift or treat yourself. You deserve them."
Snack Time!!,5.0,"Wonderful product, nicely packaged and very fast delivery. This was for my mother’s birthday but this could be used for any occasion, male or female. Thank you for making her birthday special."
Quality gift,5.0,It was a gift. The recipients just raved about how good they looked and tasted
Great gift,5.0,I ordered this as a gift for my friends birthday. She was very happy with what she got.
Perfect gift to give for the holidays!,5.0,"The cookies were nicely wrapped so they won't arrive damaged. They were nicely packaged. The cookies tasted so good. The owner reached out to make sure I was happy. This cookie gift box will be the perfect gift to give a friend or a loved one. Perfect on a chilly day with a cup of coffee, tea, or hot chocolate."
Gotta get Biscotti,5.0,Got this for holiday gift giving and all recipients were very happy!
Delish!,5.0,I sent this to my parents for their anniversary. They loved it!! Thank you for helping me find a great gift!!
Great Gift,5.0,Gave as a gift. Recipient loved them they were a big hit
Great biscotti,5.0,These were a gift and they loved every single biscotti.
Wonderful gift to give,5.0,"I needed to find something different to give as a birthday gift to two people- one a family member, the other a co-worker. I came across this on Amazon while looking for something else. Both were so pleased with the gift - they loved receiving and eating the variety of biscotti. Will definitely give this as a gift again."
Brought some joy to a long recovery!,5.0,"My friend who received your biscotti as a gift while she is recovering from a very serious surgery was delighted! Not only was the presentation magnificent when she opened the box, but they tasted as sumptuous as they looked!"
Delicious gift or home treat!,5.0,Good quality & freshness! All orders arrived promptly...will order again!
Was a gift,5.0,"This package arrived right on time. Friends receiving it said the biscotti was good and they enjoyed it with their coffee. They liked the different choices. It was nice to have this choice of package instead of just cookies and nuts !!! I can make cookies, but not biscotti!!!!"
Great Birthday Gift,5.0,"Sent as a Birthday gift out of state. Arrived on time, in a beautiful box and the report back was they were delicious. I hope to try them myself soon!"
Delicious and quickly delivered,5.0,Sent as gift and friend said they were delicious
Delicious,5.0,This was a gift and they absolutely loved them. They said great with coffee and milk. I would definitely order again.
Gift,5.0,Bought as a gift. I’m sure they were great.
Received unbroken,5.0,"I sent them as a gift and I was concerned because a few reviews said they were broken, these were received unbroken and I'm told they were very good."
Great Gift!,5.0,I sent this as a thank you gift to the Service Manager where I get my car serviced. I'm sure it was enjoyed by everyone.
Great Gift for Mom,5.0,Mom loved them!
Gift,5.0,"This was a gift to my brother and sister-in-law. Once it was delivered, my phone blew up with texts from both of them saying how delicious they were. I think it was a success!"
Recipients enjoyed this special treat!,5.0,"This was a Gift for my kids in California, so I didn't get to see it. But it got Rave Reviews! It was a treat for everyone in the house, and they have a houseful. My daughter had one with her coffee every morning."
Delivered on time and impresses the Birthday boy!,5.0,Beautiful presentation and delicious.
Great biscuits,5.0,This was a gift for my three adult grandsons who are brothers that live at home. One of them got home late from work and all of the biscuits were gone. His brothers said they were delicious and fresh.
Wonderful for gifting,5.0,A gift. It was a huge hit.
Reached on time. Everything was mostly intact,5.0,Sent this as a thank you gift to friends who had hosted me for a couple of days. Arrived on time. Packaging and contents were intact. No complaints.
Delicious Product,5.0,"The Biscotti Cookies Gift Box was delivered as a holiday gift. The recipient was delighted and pleased with the presentation of the cookies, the freshness and the taste. We will purchase again!"
Great Gift!,5.0,"Bought as a,gift. Recipient ws very pleased with display, and flavors. Would buy again. They loved it."
Great Italian Cookies!,5.0,"The cookies were delivered on time and not damaged! Sent to my 96 year old Italian mother. She loved them!
So I will be buying them again.

Thank you!
Sandy"
biscotti was absolutely beautiful as well as delicious.,5.0,this was a gift for my elderly father. He loved the biscotti. They were absolutely beautiful as well as delicious.
quality of item.,5.0,"gift for family, was well received."
Disappointed,1.0,Arrived broken. Disappointed
Great thank you gift,5.0,We sent these as a thank you gift to a business partner. They were very appreciative and said they were wonderful! What a great way to send a little appreciation across the country.
Great Gift!,5.0,"This was given as a thank you gift. They looked absolutely delicious and knowing how my brother & his wife loved biscottis, we decided it was the perfect gift. They enjoyed it with a nice cup of coffee. (Just wished that the headline didn't say ""Father's Day Cookies"" as it made me second guess sending it as a thank you gift)."
They are absolutely amazing! I consider myself a gourmet pastry connoisseur,5.0,"I would give these 6 stars if I could! They are absolutely amazing! I consider myself a gourmet pastry connoisseur, and am hard to please, but these are absolutely the best treat for the Holidays! They always make my Hanukkah more sweet. Light yet with substance, and always very fresh upon arrival. My only problem is, I can't make them last. I grab two to have with my tea and savor with a good book in my lap, and always have to go back to the kitchen for the 3rd (or 4th). If one is to have a vice, this is the most delicious one to indulge in! And, amazingly, they are healthy and light, so no need for guilt trip. My recommendation - get 2 boxes! And send one to friend for beautiful surprise gift. They more than live up to their status as ""gourmet""; I can testify to that."
Good,5.0,Flavor wasn't exactly as I expected
Gifts,5.0,Gifs well liked!
"Nice, quick gifts",5.0,Needed quick delivery and got it!
Sent as a gift-big hit!,5.0,"I sent this as a gift to friends and they LOVED it! they sent me a pic and raved about how beautiful and yummy they were. Very smooth transaction, shipped and arrived on time. I would definitely purchase again...maybe for myself this time!"
Excellent Service. Delicious food!,5.0,"I recently sent these to my sister for her birthday breakfast. She reports that they are awesome, and shared them with her neighbors."
Yummmmmmy,5.0,Family Loved them
Yummy,5.0,Very good!
It was delivered as promised and enjoyed,5.0,It was delicious
Y,5.0,My sister enjoeyeditrhankyou
Wonderful gift,5.0,I sent to a good friend for her birthday! She loved them so many flavors. She even took too work to share and her co workers loved them.
Wonderful,5.0,"This was sent to my grandson who is undergoing chemo, his appetite is poor, but he loved these. Thankyou."
on time,5.0,everyone enjoyed
Would purchase as gift any time!!,5.0,"Beautifully presented!
Great tasting!
Wonderful gift!
Thanks"
Great gift,5.0,Bought this for my moms birthday. It was a hit! She fully enjoyed it.
Perfect Gift,5.0,This was a perfect gift..my client kept raving about how good it tasted.
Great,5.0,These were sent to people as a gift and they all said they were delicious! Shipping was also very fast. Great idea as a gift or even for a party!
Great gift,5.0,Gift for Dad's Birthday. He loved it. Would buy again
One Star,1.0,Not good at all...sadly.
I didn't really taste them but my friend said they were wonderful and is thinking of ordering some for the Christmas ...,5.0,"I bought these for a friend who lost his father, I didn't really taste them but my friend said they were wonderful and is thinking of ordering some for the Christmas Holidays. I live in Ohio and my friend in New Jersey, and the service and delivery couldn't have been any better. I am more than pleased to give a 5 star rating.
Mark"
Barnetts Biscotti Cookies,5.0,Sent the Barnetts Biscotti Cookies as a gift and it was a big hit. transaction was perfect. I would order again.
Barnett’s Cookies,5.0,I sent the cookies to a friend. They were delivered the next day. He said they were delicious.
Good gift,5.0,This was a gift for my parents. They enjoyed the multiple flavors. They said it was boxed nicely.
Good morning snack,5.0,"They were wonderful! I sent them as a gift and my 91 year old mother loved them. She had them every morning with her coffee.
I will.be ordering some..to.experience the cookies very soon."
Win win,5.0,"I purchased this for my family, they loved them. My mom is a big time baker and enjoys things that have great taste. She told me that she really enjoyed these. So picking theses are a win."
Great taste and a perfect present.,5.0,Each flavor was excellent. Great presentation too.
Great gift!,5.0,I had these delivered to my grandmother for her birthday and she absolutely loved them! She said they were so pretty and she enjoyed every single one. She even bought a box to bring to the Christmas party she is going to.
Great Product. Great Service.,5.0,Had these sent to my girlfriend as a surprise gift and she loves them. Very satisfied. This quality of product and level of service is hard to find with online stores. I will definitely be a repeat customer. Highly recommended!
I hear these are delish!,5.0,"Since I have not bought these for my family but only for gifts, I have to rely on feedback from the recipients and they absolutely LOVE these biscotti! So now I must try these! You should too!!"
"As a gift, these were a huge hit!",5.0,"I purchased these for a friend in another state and had them sent directly to him. He's a pastor and had mentioned that he loves biscotti, so this seemed like it would be the perfect gift. I was a little nervous about the condition they would arrive in because of some of the reviews, but he assured me they were not only in perfect condition, but are absolutely delicious. In fact, they were delivered on Sunday, while he was preaching! In his thank you message to me he said, 'These are really god.' LOL... he's in for some ribbing because of that typo! I wouldn't hesitate to send these as a gift."
great mothers day gift,5.0,mom loved it! actually told me she had to hid them to keep other members of the family from eating them.
Wonderful!,5.0,We got these as a gift and really enjoyed the variety. Every morning we had one with coffee and it was fun seeing which one we'd pick out. The quality and taste were terrific.
Delicious,5.0,This was a gift but I have ordered before so I am writing review on previous experience. Very nice presentation! perfect gift and tasty too.
Perfect for Mother’s Day..yummy too!,5.0,"Bought these for myMom for Mother’s Day. She was so excited, she opened them early. She says they’re wonderful!"
Best gift for loved one,5.0,Order this as a Valentine gift. My husbear like it. He said it's very delicious. So i would recommend to buy it and would consider buying other products of this company.
Perfect!,5.0,It was beautiful and delicious!
Excellent product and great gift!!!,5.0,This is an excellent product. My family and friends really enjoyed this gift. I will order again and again. Thank you for your care in making this wonderful gift basket ❤️🙏🏼
"High quality, fast shipping.",5.0,"Sent these as a gift, got there sooner than expected, and the family that received them said they were great. My niece even claimed, “biscotti may be my new favourite food.”"
hard to stop eating them!,5.0,"I bought it for my sister in law, I did not get to try them, but my sister in law said they were delicious and she had a hard time keeping my brother from eating them all."
Gift,5.0,As expected due to reviews
Mother's Day,5.0,I sent these to my mom for mother's Day. She was tickled. She said they were really pretty and very yummy.
Appreciated gift,5.0,Have sent these as gifts and the recipients were well pleased.
Amazing!,5.0,Amazing! This is how my family described the Barnett's Biscotti I sent them for Christmas! My brother and his family are Biscotti and coffee coinsures and they loved the Barnett's Biscotti!
They look as good as they taste from the reviews I am getting.,5.0,"Rave reviews from people who have received the cookies as a gift and have opened them already. Merry Christmas from us and you have made us look like disconcerting shoppers who know what our friends and relatives would enjoy the most.

I am sorry you are sold out because I would have purchased more as gifts and added one for myself. Good job marketing with the look and the product itself. Linda"
Thank you,5.0,The product was a gift for my Mom’s 86’th bday. She loved them.
I want to try these before I gift another box!!,5.0,I've gifted these Barnetts Biscotti Cookies several times now and all I want to do is try them for myself before I send more to family and friends. I'm even thinking they would make a great school gift for teachers and staff.
Perfect holiday gift,5.0,I sent these to all my sons as part of their holiday gifts and they and their families loved them. Takes the worry out of shopping when you can send these.
Great gift!,5.0,I did not try these as I sent it as a gift. But the recipients of the gift loved them. Said they were delicious. So I am very happy I chose this box of goodies for them.
Freshness,5.0,"Sent as a gift to my neighbor she said they were the best she has ever had and she is pickey.
Thank you for delivering on time as promised."
Delicious,5.0,Bought these for a relative that is dealing with some health issues. I've been told they're delicious. Would definitely buy again.
Delicious!,5.0,I gave these as a gift for Easter and they said they were delicious!! I did not receive specifics.
"A ""sweet"" birthday gift",5.0,son in law is a doctor...what do you give the man who has everything? Good with his morning coffee.
Perfect Gift Choice,5.0,This was a gift for my mother and she was overjoyed with the gift.
Biscotti Cookies are great!!,5.0,Sent these to a friend for Easter. Her whole family enjoyed the different flavors. Everyone happy perfect gift!! 😊😊😊
SO GOOD!!!,5.0,Got these as a gift for dear friends and they loved and enjoyed it all so much!!!! I'm so very glad!! This gets 5 stars!!!! ☆☆☆☆☆ Thank you!!!♡
Great Gift,5.0,Didn't taste. but my brother really liked his gift.
Makes a very nice Gift !,5.0,Purchased as a Gift and it was very much enjoyed by the person I sent it to.
Great gift,5.0,Gave this as a sympathy gift. They were happy to receive it. They said they were good!
Larger than expected and very nice gift presentation!,5.0,"Beautiful gift for our Italian ""son""! He loved them and the picture they sent said it all with his huge smile!!"
Barnetts Biscotti Cookies are delicious!,5.0,Perfect gift or use for entertaining...!
Deliciously unique gift and speedy delivery,5.0,Bought these for my family of very particular biscotti fans. They loved them. Great unique gift with speedy and on-time delivery!
Such a great gift,5.0,I got these for my dad for his birthday and him and my mom loved them. Said they were so delicious! My mom said that they ate them every day with their coffee. He is usually hard to buy for but he said that these were so good and weren’t stale like I was afraid they would be.
Thanks,5.0,"My parents enjoyed their Valentine box very much. They loved the variety. My boyfriend loved his as well, and didn't want to share."
Great gift,5.0,This was a father's day gift and my dad loved them.
Perfect gift!,5.0,Great product and perfect gift! Delivered on time and exceeded expectations. Will definitely purchase again!
Yum,5.0,This was a gift and the recipients stated they were delighted with my choice and are enjoying them every morning with their coffee. Thank you for making this gift a winner.
wonderful!!!,5.0,Everyone loved it!!!
Rich Flavor!,5.0,"This gift basket was lovely. I shared it with my office team. It was plentiful, rich chocolate flavor with a hint of fruit in each bite! Delish!"
yummy!,5.0,"Gave as gift; heard ""started at the top, working my way down, so good!!"""
Great taste & packaging,5.0,"The gift box looked really good. Nice product & good customer service. It makes a good gift.5 stars and will buy again.
Keep up the good work."
Big hit,5.0,"I ordered this to be sent to someone for a birthday gift, and they loved it."
Great gift idea,5.0,Perfectly packaged
Delicious and beautiful,5.0,I sent this to my mom as a birthday gift and she RAVED about it!! She said they were beautiful and delicious.
Nice gift,5.0,I bought them as a gift for my mom and she loved them.
These cookies were great!,5.0,These cookies were great. I bought these for my mother to share with her friends. They thoroughly enjoyed them. Will definitely buy them again.
Nice Gift Idea,5.0,This product was purchased for our customers who are out of state. It was a convenient gift idea and loved by all who received them.
Excellent product,5.0,"Beautiful presentation, delicious. I send this all the time as gifts and client appreciation. I always get very positive feedback."
Awesome,5.0,These were amazing! I sent them to family for Thanksgiving and they loved them so much I am sending for Christmas! Order came a day yearly too! Great job!
Made a great mother’s day gift,5.0,"Great taste, consistency and variety. Was a huge hit on Mother’s Day."
Quick delivery and wonderful product,5.0,Sent these to my in-laws for their Anniversary - they like to entertain - they were beyond thrilled and loved every one of them.....Many compliments from all !
Great quality,5.0,I ordered these as a sympathy gesture and the family raved about them. Great presentation and they absolutely loved the biscotti's!
A perfect gift,5.0,I bought two gift baskets and none for myself. The reaction from the recipients was very positive. I may even order some for myself soon.
Perfect Gift.,5.0,Given as a gift. Recipients loved them. Enjoyed everyday with their coffee.
great with tea,5.0,My friend enjoyed your cookies that arrived right on time for his birthday. thanks much
Beautiful and delicious,5.0,We sent your delicious biscottibto friends and they were absolutely thrilled. The product was delicious and the packaging was gorgeous. Will definitely buy again
Consistently fabulous!,5.0,"My third order of these pretty biscotti, and once again for someone returning from hospital. Not only did my sister enjoy them herself, but she loved how easy to serve, festive and delicious they were for friends who came to visit her at home. They are now an established family tradition! Joan"
On time delivery,5.0,Gift to a client- client said they are delicious
Delicious,5.0,I sent this as a gift and my friend said it was delicious
Delicious and fresh,5.0,"Sent as a gift , She enjoyed them very much"
Yummy,5.0,"I’m sure they would have made a great coffee dunker , but we kept grabbing them straight from the box !"
The Best Gift Ever,5.0,I bought this as a post-surgery gift for a close friend. He and his wife raved about the product. I guess I will be buying one for myself very soon.
Quality Product delivered as promised.,5.0,I had this directly shipped to a friend as a thank you gift
Purchased the gift basket for Christmas,5.0,The recipients really enjoyed the Biscotti and consumed it quickly. Should have sent some to myself!
Delicious!,5.0,Delicious and lovely presentation
The best service and cookies !!!,5.0,Great all around
Yummy!,5.0,They were delicious and a great Mother’s Day gift.
As Stated,5.0,Mother loved it on Mothers Day
The Perfect Gift,5.0,"I ordered Barnetts Fine Biscotti along with the chocolate covered Oreo cookies for my brother in law after his surgery. My choice couldn't have been more perfect. He's received the usual plants and flowers, until he received these. Needless to say, he was thrilled to get these delicious treats to help with his recovery."
Great gift,5.0,This was a perfect gift! It arrived perfectly with no damage and the biscottis were delicious
Delicious and beautiful!,5.0,Gave as a gift and they loved them!
Anniversary,5.0,I sent this gift to my son & daughter in-law for their anniversary. They loved it.
Quality food item,5.0,Delectable Father’s Day treat.
DELICIOUS!!!,5.0,I got these for my mother in law on her birthday and shes never had them before always wanted to try them and she absolutely loved them!! I tried one and they are amazing!!! Deffinetly will purchase again in the near future!
Great gift,5.0,"Sent them to my mother for Valentine's Day. She was thrilled, said they were delicious!"
Great!,5.0,Everything was great! The biscotti were loaded with flavor and we enjoyed them with our coffee!
gifted,5.0,"given as a gift, recipient was very happy!"
This was a gift shipped to someone else.,5.0,I am sure these were delicious---But they were shipped to friends in another state. I cannot give a personal review.
As advertised,5.0,Went over a treat for Mother's Day!
Much appreciated gift,5.0,I bought these as a gift for my very discerning brother. He (and his family) thought they were a unique and appreciated gift. He raved about the variety and quality of the biscotti. I would definitely order them again.
